hgnc_symbol	adipose	colon	heart	hypothalamus	kidney	liver	lung	ovary	skeletalmuscle	spleen	testes
ZNF271	3.448	1.052	6.497	5.256	6.426	4.002	3.092	5.427	3.085	5.679	4.344
ZNF276	0.096	0.669	0.097	0.14	0.117	0.044	0.208	0.221	0.116	0.452	0.071
ZNF276	0.095	0.668	0.097	0.139	0.116	0.044	0.208	0.22	0.116	0.451	0.071
ZNF280D	2.359	1.45	1.999	2.661	2.553	2.116	1.984	5.514	3.33	2.769	3.413
ZNF280D	5.021	1.679	5.39	6.899	5.44	2.6	5.156	14.678	10.655	8.545	7.692
C14orf176	0.193	0.523	0.049	0.199	0.134	0.027	0.074	0	0	0.283	0.103
C14orf34	0.071	0.062	0.027	0.055	0.188	0	0.096	0.167	0.118	0.258	0.311
ZNF302	3.164	0.784	5.487	5.244	4.072	1.962	2.832	6.006	4.756	6.67	4.825
ZNF304	1.497	1.066	2.047	2.36	1.78	0.697	1.138	2.75	1.324	3.68	2.628
C14orf4	0.743	0.651	1.357	0.931	1.019	0.84	3.234	2.246	0.681	2.191	1.561
ZNF318	2.114	2.11	2.703	3.195	3.502	2.869	1.905	4.449	2.408	7.004	11.518
ZNF32	7.509	2.463	8.734	10.984	7.295	3.565	2.9	7.957	6.639	7.077	4.668
C16orf13	0.928	0.758	2.88	5.481	3.021	2.731	1.269	1.43	3.061	2.425	0.859
C16orf42	3.965	4.656	3.499	3.934	4.651	4.442	2.956	2.569	2.29	2.805	2.514
ZNF323	0.617	1.118	1.498	1.572	1.203	1.214	0.884	3.19	0.85	0.527	2.867
ZNF323	0.59	1.077	1.433	1.587	1.162	1.161	0.881	3.207	0.918	0.568	2.805
ZNF324B	0.086	0.197	0.075	0.24	0.13	0.122	0.094	0.18	0.171	0.119	0.094
C17orf93	0	0.091	0	0	0	0	0	0	0	0	0
C19orf36	0.076	0.027	0	0.197	0	0	0.059	0.06	0	0.106	0.832
ZNF330	9.52	5.742	26.641	6.936	8.809	12.947	10.072	6.872	9.895	9.19	7.202
ZNF334	0.222	0.259	0.434	2.419	2.037	0.163	0.625	3.669	0.39	0.818	3.175
ZNF346	0.49	0.845	0.504	1.319	1.092	0.409	0.919	1.551	0.745	1.256	1.357
ZNF354A	1.38	0.362	2.174	1.854	2.852	0.603	1.205	2.331	1.349	2.843	2.971
ZNF354B	3.545	0.433	2.852	3.33	3.318	1.033	2.225	4.077	3.028	5.158	5.213
C19orf62	1.164	1.347	1.645	3.107	1.418	1.089	1.226	0.702	1.977	1.855	1.005
ZNF37A	1.57	1.059	2.845	2.413	2.983	2.124	1.622	5.634	1.537	4.668	2.248
ZNF382	0.496	0.302	1.849	3.004	0.89	0.072	0.623	1.639	0.387	1.67	2.302
ZNF384	1.499	1.953	2.439	1.255	2.252	0.556	2.088	3.625	2.425	4.146	2.991
ZNF384	1.437	1.873	2.338	1.203	2.153	0.533	2.03	3.476	2.326	3.976	2.873
ZNF384	1.503	2.161	2.482	1.205	2.521	0.523	2.063	3.683	2.352	4.212	3.184
ZNF384	1.374	1.831	2.218	1.188	2.105	0.505	1.934	3.339	2.233	3.771	2.744
ZNF385A	1.006	0.176	0.814	1.346	0.413	0.104	0.738	0.313	0.524	1.109	0.302
ZNF395	2.332	2.619	3.319	1.381	2.521	1.865	3.5	8.566	2.13	4.178	4.843
C1orf113	0.111	0.453	0.04	0.179	0.518	0.035	0.109	0.198	0.019	0.066	0.169
ZNF398	1.65	1.861	1.974	3.148	1.872	1.388	1.878	3.783	1.88	3.691	3.481
ZNF41	1.679	0.946	4.027	2.884	2.623	1.333	1.601	2.477	3.543	3.854	2.29
C1orf128	7.117	4.333	5.408	32.159	4.795	8.978	5.178	4.768	6.891	7.336	8.664
ZNF415	6.519	2.832	13.813	20.23	5.554	0.946	2.787	12.56	2.9	10.426	27.274
C1orf203	0.055	0.038	0	0.057	0.305	0	0.296	0.086	0.1	0	0.07
C1orf31	0.974	0.12	0.756	2.187	0.752	1.517	0.22	0.24	0.867	0.99	0
ZNF426	2.279	1.15	2.047	2.385	1.585	0.387	1.655	6.154	0.936	2.535	2.409
ZNF430	2.814	1.582	2.723	3.747	2.639	0.352	3.988	15.5	2.099	9.213	5.861
ZNF432	1.242	0.52	2.326	2.312	3.394	0.488	1.987	4.966	1.08	2.803	4.321
C20orf117	0.95	1.573	0.935	2.625	1.044	0.066	0.7	1.44	0.234	1.102	4.024
ZNF442	0.377	0.328	1.485	1.113	2.697	0.645	1.1	5.658	1.606	2.409	1.56
C20orf191	0.175	0.491	0.133	1.085	0.487	0	0.202	0.504	0	0.242	5.689
ZNF451	5.108	1.69	5.175	6.757	5.224	3.728	6.134	7.825	3.412	8.38	9.335
ZNF462	2.563	2.858	3.194	4.741	3.596	0.21	1.764	9.251	6.826	3.732	5.45
ZNF469	0.042	0.062	0.021	0.121	0.017	0.006	0.043	0.22	0.069	0.112	0.025
ZNF470	0.653	0.429	1.188	2.425	1.69	0.783	0.633	1.722	0.573	1.241	2.231
ZNF483	0.076	0.424	0.177	4.906	0.512	0.117	0.606	0.887	0.138	0.22	0.776
ZNF492	0.017	0.048	0.04	0.009	0.122	0	0.04	0.14	0.021	0.102	0.248
ZNF493	2.625	0.962	3.564	4.262	7.093	0.857	5.083	21.387	3.414	7.915	5.521
ZNF496	0.076	0.307	0.299	0.265	0.214	0.017	0.198	0.285	0.201	0.188	0.271
ZNF497	0.074	0.015	0	0.055	0.016	0.023	0.016	0.067	0	0.044	0.072
ZNF500	0.045	0.237	0.011	0.163	0.091	0.075	0.043	0.053	0.014	0.141	0.169
ZNF502	1.583	0.487	1.715	1.703	1.797	0.198	0.509	3.583	1.74	2.376	3.783
C20orf199	2.351	0.097	0.492	0.999	0.803	1.221	3.085	3.112	1.089	2.63	0.561
C20orf56	0	1.891	0.065	0.031	0.042	15.639	0.8	0.098	0	0	0.061
ZNF513	0.946	2.192	1.065	2.023	1.893	0.854	0.966	0.765	0.344	1.844	1.601
ZNF516	0.415	0.506	0.441	0.671	0.71	0.309	0.689	2.984	0.706	1.042	3.325
ZNF518A	1.266	0.518	1.605	1.69	2.955	0.821	1.519	2.81	1.346	2.918	6.22
ZNF518B	2.409	1.505	5.346	4.845	2.537	0.672	2.04	7.44	3.011	6.25	9.718
ZNF519	1.418	0.993	1.231	2.06	0.838	0.206	1.076	7.547	1.548	2.748	3.594
ZNF527	1.905	0.968	2.389	4.368	2.427	0.64	0.992	4.873	1.575	3.235	5.051
ZNF534	0	0.037	0.036	0.309	0.009	0	0.081	0.341	0.235	0.012	1.121
ZNF548	2.476	1.521	2.983	2.734	2.413	0.851	1.997	5.847	2.592	3.988	3.929
ZNF549	1.49	0.726	1.883	2.205	2.154	0.225	1.139	5.126	1.731	4.773	3.173
ZNF556	0.023	0.063	0.046	0.255	0.42	0	0.017	5.027	0.668	0.016	1.076
ZNF557	1.077	1.328	0.916	1.907	1.715	1.364	0.937	3.64	0.793	2.687	2.057
ZNF565	0.883	0.388	0.396	0.932	0.57	0.34	0.284	0.838	0.584	0.809	0.806
ZNF566	0.926	0.698	1.17	1.269	1.124	0.647	0.848	2.699	1.083	1.745	1.141
ZNF566	0.916	0.681	1.158	1.256	1.106	0.641	0.839	2.672	1.072	1.732	1.129
ZNF566	0.916	0.681	1.157	1.255	1.105	0.64	0.839	2.671	1.071	1.731	1.129
ZNF566	0.914	0.679	1.155	1.253	1.103	0.639	0.837	2.666	1.069	1.728	1.127
ZNF567	1.585	0.918	1.997	2.467	1.849	0.844	1.965	3.252	1.282	4.487	4.177
ZNF568	2.322	0.636	2.985	4.739	2.549	0.557	2.456	7.177	2.216	4.189	3.524
ZNF569	0.706	0.101	1.461	2.773	1.142	0.349	0.571	2.471	1.26	1.414	2.871
ZNF573	1.771	1.065	1.379	3.487	1.975	0.228	1.067	4.209	1.099	2.664	2.471
ZNF577	4.285	3.413	4.465	8.506	6.351	0.719	4.221	14.506	5.561	6.715	14.077
ZNF581	0.03	0.147	0.182	0.216	0.045	0	0.207	0.47	0.163	0.373	0.294
ZNF587	1.25	2.739	1.55	2.447	1.617	0.888	1.477	2.697	1.04	2	1.959
ZNF589	1.834	2.477	1.286	2.422	1.698	0.446	1.352	3.153	1.639	7.405	3.417
ZNF594	1.182	0.939	2.355	3.022	3.087	0.258	1.089	9.766	2.512	4.551	4.486
ZNF607	0.658	0.851	1.062	1.881	1.551	0.27	0.948	2.357	0.424	1.575	1.51
ZNF610	0.728	0.218	1.293	4.041	1.706	0.21	1.08	6.492	0.819	1.642	4.759
ZNF613	1.202	0.651	2.098	1.984	2.475	0.99	1.109	1.97	0.883	3.224	1.758
ZNF622	3.689	3.07	11.15	6.181	4.022	3.855	3.505	3.191	4.298	4.292	3.448
ZNF623	4.093	4.945	3.783	9.216	4.491	2.125	3.335	10.578	3.335	7.856	8.395
ZNF623	3.984	4.811	3.691	8.99	4.367	2.073	3.246	10.319	3.243	7.657	8.182
ZNF626	1.194	0.511	1.124	3.61	3.469	0.306	1.229	11.617	1.319	3.571	4.183
ZNF629	0.935	1.55	2.377	1.948	1.998	0.619	0.919	2.642	1.213	1.427	1.675
ZNF630	0.628	0.818	0.734	0.798	1.496	0.338	1.37	3.108	0.415	1.443	1.24
ZNF638	9.959	4.848	15.603	14.503	15.125	9.095	11.796	22.162	16.241	19.44	19.807
ZNF639	2.169	0.913	4.207	3.446	3.501	3.563	2.812	4.138	3.026	4.787	3.529
ZNF641	7.258	4.295	8.078	7.768	5.778	3.567	4.742	18.483	10.692	11.859	10.355
ZNF642	1.208	0.643	1.019	2.685	1.383	0.901	0.733	1.878	0.216	2.447	2.012
ZNF645	0	0	0	0	0.024	0	0	0	0	0	0.631
ZNF649	2.236	2.264	3.883	5.715	3.241	1.202	2.914	7.275	2.218	5.433	4.36
ZNF652	3.764	3.959	3.427	5.32	4.492	4.613	5.462	7.436	2.654	7.267	6.231
ZNF655	1.014	0.838	0.673	0.51	1.655	0.947	1.28	0.435	0.252	1.906	0.733
ZNF658B	0	0	0	0	0	0	0	0	0	0	0
ZNF660	0.666	0.28	1.141	1.34	0.942	0.202	0.781	8.609	0.504	2.027	2.404
ZNF669	1.094	0.468	0.64	1.282	1.049	0.45	0.571	1.485	0.517	2.373	1.616
ZNF672	0.313	0.604	0.648	0.942	0.669	0.759	0.568	0.164	0.704	0.398	0.176
ZNF673	1.21	0.54	1.398	2.373	1.956	0.634	1.536	2.652	1.026	4.143	1.867
ZNF674	0.431	0.402	0.492	0.695	1.011	0.327	0.366	1.334	0.582	1.049	0.836
ZNF683	0	0	0	0	0	0	0.017	0.07	0	0.123	0.884
ZNF687	0.244	0.468	0.538	0.504	0.724	0.306	0.432	0.869	0.434	1.093	0.744
ZNF688	0.582	0.838	0.756	0.901	0.735	0.785	0.149	0.508	0.509	1.096	1.009
WNK4	0.097	1.269	0.076	0.281	2.515	0.068	0.156	0.378	0.064	0.25	0.184
ZNF691	0.886	0.522	1.337	1.01	1.566	1.312	0.771	1.635	1.497	1.435	1.095
ZNF692	0.48	1.146	0.659	0.661	0.889	0.177	0.684	0.53	0.678	0.873	1.769
ZNF697	1.677	0.623	1.266	1.35	3.679	0.774	1.535	1.657	0.411	0.695	1.423
ZNF7	4.829	3.621	4.447	5.033	4.242	2.88	3.099	6.76	5.799	5.968	8.994
ZNF702P	0.417	0.317	0.809	1.163	2.252	0.041	0.697	1.795	0.304	1.432	1.067
ZNF705A	0	0	0.016	0.011	0.043	0	0	0.084	0.026	0	0.064
ZNF708	2.789	1.388	6.324	13.441	6.897	0.931	5.489	35.628	2.561	12.402	13.132
ZNF711	0.15	0.29	0.832	4.963	1.788	0.117	0.359	2.747	0.155	1.377	19.595
ZNF713	1.245	0.884	1.715	7.211	2.137	0.275	1.628	6.438	2.283	1.402	5.711
WNT10A	0.015	0.032	0	0.016	0.008	0	0	0	0	0.011	0
ZNF720	0.9	0.723	0.76	0.97	1.284	0.643	1.467	0.568	0.249	1.905	1.125
XAGE1B	0	0	0	0	0	0	0	0	0	0	0
ZNF738	0.251	0.395	0.406	0.957	0.66	0.086	0.67	5.703	0.159	2.288	1.96
ZNF74	0.058	0.163	0.118	0.321	0.172	0.107	0.09	0.417	0.159	0.269	0.025
ZNF740	1.631	2.236	1.139	1.763	2.061	1.285	1.294	2.144	0.674	2.518	1.352
ZNF761	1.962	0.843	1.819	1.664	2.492	0.625	2.997	5.939	1.584	4.504	5.131
ZNF768	1.777	3.666	1.49	2.324	2.299	1.26	1.025	1.403	1.383	1.305	1.565
ZNF771	0.606	0.424	0.795	2.241	1.607	1.728	0.932	1.044	0.535	0.245	1.014
ZNF774	0.08	1.175	0.517	1.196	0.232	0.11	0.123	0.502	1.343	0.097	0.725
ZNF780A	1.589	1.127	1.862	2.537	2.337	1.422	1.438	4.701	1.338	4.527	2.407
ZNF780A	0.415	0.399	0.496	0.615	0.467	0.553	0.332	0.651	0.283	1.022	0.373
ZNF781	0.374	0.147	0.374	0.338	0.283	0	0.198	1.033	0.142	0.566	1.003
ZNF784	0.386	1.005	1.616	0.532	1.57	0.771	0.792	1.463	1.872	0.763	0.919
ZNF787	0.286	0.84	0.512	0.413	0.308	1.051	0.337	0.259	0.6	0.698	0.195
ZNF788	1.043	0.58	0.921	0.714	1.551	0.161	0.832	2.296	0.49	1.126	1.903
ZNF789	0.482	2.123	0.35	1.208	0.8	0.076	0.106	0.757	0.376	1.382	0.736
ZNF791	7.035	2.453	9.945	9.75	9.913	4.888	11.603	25.658	8.949	17.313	11.949
ZNF792	0.642	1.276	1.026	1.033	0.763	0.479	1.01	1.27	0.389	2.299	0.67
ZNF799	1.088	0.67	0.832	1.048	1.992	1.136	1.45	1.912	1.344	2.748	1.976
ZNF805	0.845	0.759	1.402	1.133	1.252	0.612	1.246	2.506	1.241	2.553	1.73
ZNF808	6.876	4.761	15.416	9.544	17.807	1.64	8.889	20.176	7.603	15.585	12.968
XAGE1D	0	0	0	0	0	0	0	0	0	0	0
ZNF821	0.06	0.423	0.061	0.603	0.356	0.178	0.357	0.453	0.134	0.432	1.059
ZNF828	1.626	1.576	2.305	3.574	3.05	2.431	1.295	4.485	2.01	4.364	3.007
ZNF829	0.448	0.1	0.507	0.547	0.442	0.18	0.329	1.162	0.247	0.846	1.192
XAGE1D	0	0	0	0	0	0	0	0	0	0	0
XAGE1E	0	0	0	0	0	0	0	0	0	0	0
XGPY2	0.405	0.071	0	0	0	0	0.156	0	0.368	0	0
ZNF835	0.306	0.765	0.289	1.443	0.265	0.096	0.101	1.304	0.172	0.242	0.541
ZNF839	0.653	0.86	0.506	1.347	1.19	0.342	0.383	1.366	0.69	0.964	1.838
ZBTB33	2.108	0.81	1.843	5.717	2.321	2.769	2.933	3.858	1.836	4.475	3.775
ZNF841	3.685	2.176	4.473	4.008	4.865	1.181	5.48	13.562	2.358	9.801	7.651
ZNF843	0.018	0	0.019	0	0.028	0	0.014	0.057	0	0.05	0
ZNF862	0.16	0.336	0.149	0.396	0.239	0.041	0.172	0.359	0.116	0.313	0.216
ZFP3	1.83	2.409	4.602	2.928	5.26	0.284	1.685	5.208	4.626	5.613	4.204
ZNHIT6	3.884	1.916	3.585	6.046	3.706	2.126	2.17	3.985	2.308	4.119	3.446
ZNRD1	0.512	0.389	0.629	0.573	0.798	0.471	0.46	1.229	0.569	1.654	0.274
ZP1	0	0.013	0	0	0	0	0	0	0.011	0	0
ZP4	0	0	0	0	0	0	0	0	0	0	0
ZPBP2	0	0	0.009	0.035	0.008	0	0.052	0.026	0.03	0.104	7.229
ZRANB1	3.574	2.643	8.208	6.31	4.577	6.878	5.549	11.053	14.611	7.435	12.195
ZSCAN12	1.345	0.746	1.082	1.876	1.682	0.578	1.353	2.858	0.615	3.486	2.958
ZSCAN18	1.392	0.922	1.515	7.273	1.735	0.166	0.675	2.395	0.881	1.83	1.96
ZSCAN21	1.937	0.801	1.19	1.695	1.938	2.097	0.454	1.332	1.274	1.251	2.002
ZSCAN4	0.016	0.034	0.066	0.034	0.017	0	0.088	0.043	0.05	0.011	0.091
ZSWIM2	0	0	0	0.015	0	0	0.012	0	0	0	1.18
ZSWIM5	0.069	0.714	0.15	0.532	0.597	0.09	0.16	1.399	0.149	0.409	1.303
ZSWIM7	2.758	2.85	2.523	4.078	3.319	1.77	2.513	3.777	1.848	5.006	2.933
ZW10	3.743	2.069	4.467	3.889	4.32	5.731	2.869	5.976	8.883	6.507	7.852
ZWINT	1.217	3.222	0.573	0.32	0.838	0.22	0.902	0.637	0	1.53	2.664
ZXDB	1.178	0.857	1.566	1.585	1.453	2.7	1.572	3.576	2.117	2.255	1.306
ZXDC	0.572	1.306	0.794	1.068	1.623	1.13	0.912	1.326	1.613	1.238	1.326
ZXDC	0.72	0.949	0.974	1.194	1.544	0.714	1	1.732	2.127	1.487	1.103
ZYG11B	2.409	1.046	5.767	6.33	3.715	5.012	2.401	4.218	11.018	2.602	5.194
MARCH7	11.531	6.006	18.857	13.493	12.975	11.32	19.114	20.066	16.352	22.89	23.247
MARCH8	4.625	5.298	8.612	6.452	6.239	7.694	5.236	11.683	3.462	11.028	14.205
MARCH8	3.796	4.44	6.871	5.146	5.014	6.135	4.209	9.276	2.78	8.872	11.347
MARCH9	0.268	0.324	0.522	1.047	0.761	0.033	0.447	0.32	0.289	0.98	0.376
MARCH10	0	0	0.006	0.074	0.042	0	0.148	0.019	0	0.042	3.671
MARCH10	0	0	0.006	0.073	0.042	0	0.146	0.019	0	0.041	3.515
MARCH11	0	0.101	0.098	0.298	0.024	0	0	0	0	0	1.601
SEPT2	59.025	17.819	38.873	58.821	42.315	20.055	33.621	45.695	18.508	52.255	41.951
SEPT4	1.973	1.209	5.281	55.932	2.298	4.576	2.811	1.677	0.91	4.822	1.819
SEPT6	2.57	5.058	2.417	5.886	3.636	4.283	3.22	1.929	0.657	14.002	16.33
SEPT6	1.947	3.828	1.846	4.252	2.878	3.097	2.61	1.44	0.492	11.297	12.526
ZFP92	0.029	0.062	0	0.152	0.044	0.032	0.023	0	0	0.041	0
SEPT8	3.354	5.089	4.409	18.404	5.128	1.347	2.672	4.005	0.698	4.561	2.49
SEPT9	5.45	8.651	4.064	6.702	5.349	6.852	5.354	6.03	2.847	16.152	8.02
SEPT9	4.848	7.617	3.689	5.775	4.823	5.963	4.925	5.339	2.663	13.949	6.99
SEPT9	4.726	7.56	3.62	5.685	4.867	5.791	4.912	5.341	2.62	13.635	7.083
SEPT14	0.087	0.075	0.064	0.06	0.201	0.054	0.187	0.127	0.041	0.362	16.258
DEC1	0.117	0	0	0	0	0	0	0	0	0	0.288
MARCH1	0.794	0.243	1.094	2.486	0.475	0.42	1.92	0.964	0.158	6.623	0.653
ZNF160	6.927	3.22	7.416	8.135	6.649	2.158	6.305	16.018	4.252	28.498	17.791
ZNF182	1.691	0.639	1.681	2.401	2.552	0.894	1.971	4.087	1.254	4.757	2.614
ZNF250	0.434	0.632	0.628	0.692	1.206	0.217	0.538	1.819	0.651	1.212	0.603
ZNF251	1.38	0.949	1.271	1.777	1.893	0.431	0.845	3.738	1.361	1.605	1.883
ZNF252	5.248	1.487	7.673	5.094	7.652	6.61	3.443	6.316	4.829	6.393	5.094
ZNF284	2.345	1.398	2.761	3.226	2.452	0.697	1.97	4.142	1.199	5.244	2.173
ZNF30	0.703	0.627	0.63	1.65	1.107	0.624	0.413	0.959	0.359	1.468	0.606
ZNF317	1.108	1.698	1.711	2.137	1.908	1.223	1.565	2.115	1.227	3.844	1.672
A1CF	0	2.434	0.176	0.054	7.169	43.006	0.201	0.164	0.105	0.084	0
ZNF320	1.53	1.804	3.683	2.411	5.89	0.277	1.618	6.713	1.878	5.248	4.41
ZNF321	0.503	0.87	0.112	0.114	0.636	0.069	0.278	0.395	0.048	0.435	0.175
ZNF326	0.974	0.982	0.941	1.471	1.872	0.892	0.859	2.151	0.533	1.249	1.289
A2LD1	0.03	0	0.015	0.031	0.544	0.132	0	0.063	0.018	0.103	0.051
AACSL	0	0	0	0.035	0.051	0	0	0	0	0	0.202
AADACL3	0.245	0	0	0	0	0	0	0	0	0	0.012
AAGAB	4.053	3.29	5.792	9.656	7.11	4.429	3.504	2.485	4.518	6.275	5.639
AAMP	8.54	8.39	8.63	10.82	10.537	8.179	6.648	6.654	5.098	8.809	8.912
AARS	12.2	7.621	11.556	35.578	12.42	23.092	5.819	6.102	10.527	11.429	7.738
AARSD1	0.078	0.639	2.486	0.662	0.147	0	0.06	0.183	4.601	0.309	0.249
ABCA1	9.368	3.134	2.534	2.802	1.558	13.842	5.087	3.639	3.937	7.518	4.688
ZNF93	1.761	1.15	1.995	1.79	2.674	0.377	2.082	12.46	2.03	5.09	4.131
ABCA12	0.018	0.013	0.002	0.061	0.064	0	0.084	0.181	0.003	0.019	0.365
ABCA12	0.016	0.011	0.002	0.054	0.063	0	0.074	0.169	0.002	0.017	0.372
ABCA13	0.017	0.008	0.003	0.033	0.094	0.043	0.67	0.009	0.003	0.04	0.16
ZNF326	8.108	7.038	9.116	12.737	11.607	7.486	8.363	12.126	6.258	11.54	14.91
ABCA5	1.446	0.877	0.985	1.233	2.102	2.705	0.946	1.252	8.257	0.752	1.807
ABCA8	5.405	1.34	7.603	2.318	1.893	2.181	3.17	7.507	1.613	3.778	7.767
ABCA9	5.169	0.865	4.938	1.179	0.921	0.392	2.102	7.358	3.342	0.371	3.641
ABCB10	0.866	0.687	0.609	0.57	0.976	1.87	0.6	0.443	0.732	1.113	0.407
ABCB11	0.085	0.081	0.043	0	0.035	9.282	0.071	0.024	0.047	0.059	0.263
ABCB9	0	0.041	0.029	0.06	0.029	0.011	0	0.035	0	0	0.178
ABCC1	1.432	1.039	0.867	0.647	0.552	0.222	1.42	0.662	0.735	2.108	2.768
ABCC1	1.441	1.066	0.886	0.658	0.554	0.222	1.4	0.673	0.741	2.077	2.81
ABCC12	0	0	0.011	0.235	0	0	0	0.059	0.004	0.005	0.479
ABCC3	0.527	2.062	0.149	0.06	0.857	3.292	0.42	0.01	0.083	0.715	0.242
ABCC6P1	0.31	0.283	0.068	0	2.341	3.406	0.207	0	0.008	0	0.058
ABCC8	0	0.021	0.019	0.54	0	0	0.062	0.004	0.013	0.01	0
ABCD1	0.15	0.246	0.102	0.031	0.121	0.122	0.077	0.094	0.061	0.34	0.428
ABCD3	3.849	3.563	8.568	6.549	15.593	18.946	5.429	2.407	3.893	4.712	8.023
ABCD4	2.14	2.069	1.777	1.548	3.712	2.49	1.396	1.315	0.514	2.727	0.993
ABCE1	4.609	1.393	6.196	6.781	5.136	9.29	3.767	4.85	4.086	8.501	7.072
ABCF1	12.911	10.125	16.931	15.291	14.982	23.602	9.23	10.156	23.407	15.564	18.77
ABCG1	1.377	2.684	3.08	4.275	1.19	1.109	6.25	1.967	7.01	15.871	1.568
ABCG4	0	0.013	0	0.119	0.015	0	0	0	0	0.007	0.029
ABCG5	0.04	0.047	0	0.041	0.034	0.739	0.062	0.084	0	0.083	0.057
ABHD11	0.147	0.997	0.224	0.253	0.347	0	0	0.308	0.119	0	0.105
ABHD11	0.152	1.014	0.4	0.367	1.013	0.084	0.137	0.199	0.231	0.369	0.325
ABHD11	0.151	1.003	0.395	0.363	1.002	0.083	0.135	0.21	0.228	0.365	0.322
ABHD12B	0.07	0.358	0.012	0.24	0.129	0.051	0.286	0.097	0	0.257	0
ABI1	3.884	3.407	3.009	9.286	3.741	2.54	5.013	3.028	1.655	7.553	4.459
ABI2	1.247	1.583	4.609	17.273	4.298	0.938	3.491	6.422	1.28	3.652	7.122
ABL2	1.608	0.963	1.444	2.324	1.306	0.895	2.302	1.655	0.854	1.844	1.681
ABLIM1	13.069	6.516	50.777	11.319	13.824	7.014	9.726	40.418	8.149	5.128	15.978
ABLIM1	12.552	6.144	47.932	10.821	13.017	6.554	9.065	36.52	7.64	4.689	14.711
ABLIM2	0.279	0.429	0.96	3.269	0.385	0.107	0.182	0.022	21.217	2.6	0.151
ABLIM2	0.273	0.418	0.942	3.191	0.376	0.104	0.218	0.022	20.899	2.581	0.166
ABP1	0.076	10.781	0.038	0.328	23.222	0.017	0.047	0.032	0	0	0.336
ABR	3.259	10.803	6.664	29.967	2.076	0.764	3.975	2.847	1.457	6.611	2.228
ABTB2	0.221	0.378	1.119	0.511	1.265	0.889	0.211	0.343	0.67	0.294	0.605
ACACB	36.688	9.442	6.996	1.655	6.764	20.763	1.38	2.744	17.881	2.606	2.63
ZNF362	1.324	0.944	1.446	1.378	1.421	0.261	0.791	2.054	0.931	1.782	1.378
ZNF366	2.002	0.752	2.389	0.807	1.051	0.336	2.376	1.359	1.068	4.245	0.883
ACADL	1.342	0.155	0.524	0.624	2.807	0.927	1.236	0.787	0.688	0.082	0.661
ACADM	12.146	3.793	31.913	10.189	29.062	17.338	4.351	7.337	14.951	10.595	9.525
ACADM	12.09	3.776	31.766	10.143	28.928	17.259	4.331	7.303	14.882	10.546	9.481
ACADS	0.919	1.824	0.739	0.435	0.861	2.113	0.074	0.12	0.893	0.596	0.466
ACADVL	6.981	4.698	7.773	2.219	7.066	6.357	1.802	1.78	3.771	2.331	1.988
ACAN	0.009	0.024	0.161	0.284	0.197	0	0.291	0.166	0.062	0.033	0.123
ACAP1	0.263	0.512	0.126	0.121	0.2	0	0.529	0.168	0.31	1.812	0.181
ACAT2	6.179	6.565	4.724	28.289	11.082	45.659	8.996	10.591	2.108	7.401	13.943
ACBD3	7.107	3.542	10.526	8.715	7.723	6.193	10.307	8.31	7.124	9.367	12.594
ACBD4	0.832	1.217	0.286	0.884	1.323	3.484	0.282	0.794	0.326	0.542	0.303
ACBD4	0.768	1.117	0.23	0.813	1.342	3.28	0.363	0.711	0.274	0.49	0.235
ACBD4	0.753	1.095	0.225	0.796	1.315	3.215	0.356	0.737	0.269	0.48	0.231
ACBD5	3.595	1.743	6.888	7.304	9.522	6.986	3.601	2.681	2.83	4.379	7.514
ACBD6	1.887	1.688	2.505	3.073	3.088	0.828	2.134	4.521	2.176	4.23	4.661
ACCS	0.591	0.959	0.403	0.105	0.776	0.392	0.455	0.256	0.072	0.76	0.642
ACCSL	0	0	0	0	0	0	0	0	0	0.042	0
ACD	0.182	0.025	0.148	0.3	0.303	0.12	0.182	0.467	0.353	0.478	0.404
ACE	1.76	2.065	0.655	0.151	2.563	0.194	1.659	0.322	0.089	0.568	2.844
ACE	1.479	1.453	0.444	0.181	1.83	0.164	1.239	0.256	0.053	0.43	1.802
ACER2	2.021	0.433	1.105	0.399	0.592	0.213	0.644	0.438	0.725	0.882	1.105
ACHE	0.075	0.591	0.088	2.306	0.138	0.055	0.096	0.227	1.677	0.189	0.255
ACMSD	0.235	0.35	0.701	1.152	12.104	22.687	0.452	3.305	0.445	0.894	2.609
ACO1	40.777	5.494	11.428	4.56	34.704	35.295	5.286	6.487	4.582	5.59	11.996
ACOT1	0.756	0.128	0.151	0.449	0.682	0.556	0.07	0.048	0.139	0.032	0.01
ACOT13	2.542	1.555	3.44	2.263	4.656	4.8	1.226	1.705	2.076	1.696	1.567
ACOT9	8.888	3.901	16.267	5.178	4.896	5.959	7.114	4.428	6.812	7.852	5.094
ZNF397OS	1.317	1.327	2.19	2.203	2.632	0.481	0.848	2.188	1.654	2.571	2.291
ACOXL	0.015	0.175	0.007	0.061	0.022	0.032	0.858	0.054	0	0.061	0.483
ACP2	1.559	0.916	0.715	2.491	1.143	6.271	0.851	0.421	0.457	1.078	0.387
ACPP	0.388	0.735	0.683	0.165	7.223	0.088	2.606	1.009	0.076	1.467	1.345
ACRBP	0.837	0.164	0.158	0.08	0.256	0.021	0.419	0.071	0.071	0.983	16.214
ACRV1	0	0.115	0	0	0	0	0	0	0	0.057	2.338
ACRV1	0	0.099	0	0	0	0	0	0	0	0.073	2.158
