Gene	Module	kME
TMEM217	P1_I2_M1	0.94
OR4D9	P1_I2_M1	0.99
COL6A5	P1_I2_M1	0.96
NAA16	P1_I2_M1	0.88
OR5B3	P1_I2_M1	0.99
OR10W1	P1_I2_M1	0.99
HOXC5	P1_I2_M1	0.97
RAB37	P1_I2_M5	0.88
SNX32	P1_I2_M1	0.98
RPL38	P1_I2_M15	0.86
RARG	P1_I2_M9	0.89
CES2	P1_I2_M10	0.94
PDP2	P1_I2_M1	0.87
KRT2	P1_I2_M9	0.94
METAP1D	P1_I2_M1	0.96
EGFL7	P1_I2_M11	0.9
MYEOV	P1_I2_M1	0.91
ANKRD13D	P1_I2_M14	0.81
MRGPRF	P1_I2_M16	0.92
MRGPRD	P1_I2_M1	0.99
SLC22A13	P1_I2_M1	0.93
ADH6	P1_I2_M6	0.99
XKR3	P1_I2_M1	0.94
FRG2C	P1_I2_M1	0.99
KAT5	P1_I2_M3	0.91
SH3RF3	P1_I2_M1	0.93
ARPP21	P1_I2_M4	0.97
CCDC96	P1_I2_M2	0.97
GRK2	P1_I2_M5	0.81
EVC2	P1_I2_M1	0.94
FAM222B	P1_I2_M2	0.94
1-Dec	P1_I2_M1	0.99
RXFP4	P1_I2_M1	0.98
CCDC63	P1_I2_M2	0.9
ACSM6	P1_I2_M1	0.99
ADCK5	P1_I2_M1	0.93
ADAMTS20	P1_I2_M1	0.99
PARP14	P1_I2_M5	0.84
PARP15	P1_I2_M5	0.97
ABCD2	P1_I2_M1	0.93
MAB21L3	P1_I2_M1	0.94
MFSD4B	P1_I2_M1	0.99
SYT12	P1_I2_M7	0.95
C11orf86	P1_I2_M10	0.99
LIPM	P1_I2_M9	0.96
GPR151	P1_I2_M1	0.99
DMRT2	P1_I2_M7	0.94
ZNF483	P1_I2_M1	0.89
PLAC8L1	P1_I2_M2	0.91
SLC2A14	P1_I2_M2	0.97
GPR137	P1_I2_M2	0.94
ZNF449	P1_I2_M1	0.87
OR10K1	P1_I2_M1	0.99
GPR148	P1_I2_M1	0.99
STOX2	P1_I2_M1	0.84
CST9	P1_I2_M1	0.99
KCNK7	P1_I2_M9	0.97
SFT2D3	P1_I2_M1	0.89
RP11-330H6.5	P1_I2_M1	0.98
NDNF	P1_I2_M23	0.85
IQCF1	P1_I2_M2	0.99
GLIPR1L1	P1_I2_M2	0.99
INSM1	P1_I2_M1	0.93
CCDC36	P1_I2_M2	0.98
MINOS1	P1_I2_M1	0.81
TMEM196	P1_I2_M1	0.96
RNF26	P1_I2_M3	0.86
RNASE11	P1_I2_M12	0.98
TNFRSF10D	P1_I2_M1	0.86
MST1	P1_I2_M6	0.93
C2orf70	P1_I2_M1	0.86
ADGRF3	P1_I2_M1	0.99
NLRP13	P1_I2_M1	0.99
XCR1	P1_I2_M1	0.89
CCR9	P1_I2_M1	0.96
SULT1B1	P1_I2_M10	0.9
UGT2A1	P1_I2_M1	0.94
SCAI	P1_I2_M1	0.96
GPRC6A	P1_I2_M1	0.99
NMNAT1	P1_I2_M1	0.88
LRFN4	P1_I2_M1	0.92
TRAPPC3L	P1_I2_M1	0.97
APOBEC4	P1_I2_M1	0.8
HSPB7	P1_I2_M19	0.98
TAS1R1	P1_I2_M1	0.99
HES3	P1_I2_M1	0.99
SPDYE2B	P1_I2_M1	0.99
OR1L1	P1_I2_M1	0.99
CXorf23	P1_I2_M1	0.9
PSMD1	P1_I2_M7	0.93
ADGRG2	P1_I2_M12	0.97
SPATA3	P1_I2_M2	0.97
MUC13	P1_I2_M10	0.91
SUSD5	P1_I2_M1	0.89
C1orf100	P1_I2_M2	0.99
CD7	P1_I2_M5	0.94
TOPAZ1	P1_I2_M1	0.99
CNP	P1_I2_M4	0.96
JUP	P1_I2_M9	0.87
HAP1	P1_I2_M1	0.88
TDRD12	P1_I2_M2	0.9
TIGD3	P1_I2_M1	0.99
KCNH6	P1_I2_M1	0.95
10-Mar	P1_I2_M2	0.97
PHOSPHO1	P1_I2_M2	0.86
GPR160	P1_I2_M7	0.85
CBX2	P1_I2_M1	0.94
KRT28	P1_I2_M1	0.99
RBM4B	P1_I2_M3	0.83
HOXB2	P1_I2_M12	0.81
3-Mar	P1_I2_M1	0.92
SWSAP1	P1_I2_M1	0.99
SLCO4C1	P1_I2_M13	0.88
RBM4	P1_I2_M3	0.83
PIFO	P1_I2_M18	0.96
XXYLT1	P1_I2_M1	0.82
UBXN2A	P1_I2_M1	0.92
RAX2	P1_I2_M1	0.99
LRRC63	P1_I2_M1	0.99
TCAP	P1_I2_M8	0.95
CEP19	P1_I2_M1	0.91
SPERT	P1_I2_M2	0.98
FAM46D	P1_I2_M1	0.99
C9orf131	P1_I2_M2	0.99
CD34	P1_I2_M11	0.85
MSRB3	P1_I2_M16	0.88
C16orf91	P1_I2_M1	0.9
TLR10	P1_I2_M5	0.91
TLR1	P1_I2_M5	0.86
FAM53A	P1_I2_M1	0.9
NWD2	P1_I2_M1	0.98
ZDHHC24	P1_I2_M1	0.94
CTU2	P1_I2_M1	0.96
C12orf66	P1_I2_M1	0.92
ARL13A	P1_I2_M1	0.98
PRPF8	P1_I2_M3	0.89
DDX23	P1_I2_M3	0.85
ZNF80	P1_I2_M1	0.97
ZNHIT2	P1_I2_M1	0.89
EVX2	P1_I2_M1	0.99
TNK1	P1_I2_M1	0.96
DIRC1	P1_I2_M1	0.99
SLC16A11	P1_I2_M1	0.91
GLIS1	P1_I2_M1	0.93
OR2Y1	P1_I2_M1	0.99
CHRNA9	P1_I2_M1	0.99
SLC6A19	P1_I2_M10	0.9
C11orf45	P1_I2_M1	0.95
EXO1	P1_I2_M1	0.89
RALGAPA1	P1_I2_M7	0.81
TRHR	P1_I2_M1	0.99
ABRA	P1_I2_M8	0.93
ATP2A2	P1_I2_M8	0.89
ZWILCH	P1_I2_M2	0.98
RPL4	P1_I2_M15	0.93
SNAPC5	P1_I2_M3	0.81
STARD6	P1_I2_M2	0.97
GOLGA6L2	P1_I2_M2	0.95
VWC2L	P1_I2_M1	0.99
C12orf76	P1_I2_M4	0.94
CNTNAP2	P1_I2_M1	0.87
GALNTL6	P1_I2_M1	0.99
LINGO2	P1_I2_M1	0.88
IGDCC3	P1_I2_M1	0.9
ANKRD36C	P1_I2_M1	0.83
TTC9B	P1_I2_M4	0.96
MYO1H	P1_I2_M1	0.99
TMEM81	P1_I2_M1	0.99
KLK15	P1_I2_M1	0.98
IL20RB	P1_I2_M9	0.98
NPAS4	P1_I2_M1	0.99
ZNF497	P1_I2_M1	0.97
TRAM1L1	P1_I2_M1	0.88
UGT8	P1_I2_M4	0.85
KY	P1_I2_M1	0.88
OR7D4	P1_I2_M1	0.99
BRSK2	P1_I2_M4	0.92
B4GAT1	P1_I2_M4	0.95
LARP7	P1_I2_M3	0.86
FGFBP3	P1_I2_M1	0.87
PABPC5	P1_I2_M1	0.89
RPL15	P1_I2_M15	0.97
C4orf32	P1_I2_M1	0.87
SRP72	P1_I2_M3	0.84
PCP2	P1_I2_M2	0.98
RIN1	P1_I2_M1	0.84
C4orf26	P1_I2_M1	0.97
THAP6	P1_I2_M3	0.84
CEP135	P1_I2_M1	0.84
PDZK1	P1_I2_M13	0.96
ADGRE1	P1_I2_M1	0.8
PDE12	P1_I2_M1	0.84
GLMN	P1_I2_M1	0.88
DNAH12	P1_I2_M1	0.88
CNIH2	P1_I2_M4	0.95
AMY1B	P1_I2_M25	1.0
NLRP6	P1_I2_M10	0.94
RSRC1	P1_I2_M3	0.88
CATSPERD	P1_I2_M1	0.92
PQLC2L	P1_I2_M1	0.86
OR9G1	P1_I2_M1	0.99
C3orf33	P1_I2_M1	0.83
OR5M3	P1_I2_M1	0.99
ASPHD1	P1_I2_M4	0.93
KCTD13	P1_I2_M1	0.91
AMZ1	P1_I2_M1	0.99
GPR171	P1_I2_M5	0.84
GPR149	P1_I2_M1	0.99
FUT1	P1_I2_M1	0.95
DHX36	P1_I2_M3	0.88
OR5J2	P1_I2_M1	0.99
ZIC4	P1_I2_M1	0.99
OR10AG1	P1_I2_M1	0.99
OR4S2	P1_I2_M1	0.99
FBXW8	P1_I2_M1	0.84
CA5A	P1_I2_M1	0.99
ZG16	P1_I2_M21	0.99
SLC22A1	P1_I2_M6	1.0
TEX36	P1_I2_M2	0.97
ZDHHC14	P1_I2_M1	0.89
ATR	P1_I2_M1	0.81
DSG4	P1_I2_M1	0.99
GK5	P1_I2_M1	0.85
VCPIP1	P1_I2_M1	0.87
RTP1	P1_I2_M1	0.99
SPSB4	P1_I2_M1	0.99
TRAF6	P1_I2_M1	0.83
ZNF654	P1_I2_M1	0.92
TVP23C	P1_I2_M1	0.93
WFDC5	P1_I2_M9	0.96
OR2T1	P1_I2_M1	0.99
CADM2	P1_I2_M4	0.99
ABO	P1_I2_M1	0.81
FAM182B	P1_I2_M1	0.94
PPM1E	P1_I2_M1	0.83
FAM131A	P1_I2_M4	0.98
INHBC	P1_I2_M6	0.97
PCCA	P1_I2_M12	0.9
HIGD2B	P1_I2_M1	0.99
NPPA	P1_I2_M19	0.94
ZNF408	P1_I2_M1	0.96
ARHGAP1	P1_I2_M16	0.85
GAL3ST3	P1_I2_M1	0.95
C1orf127	P1_I2_M1	0.96
CHST1	P1_I2_M4	0.91
VWA3A	P1_I2_M1	0.95
CENPS	P1_I2_M2	0.93
CATSPER1	P1_I2_M1	0.88
ANKS4B	P1_I2_M1	0.82
CST6	P1_I2_M9	0.97
GRAMD2	P1_I2_M11	0.8
ZNF519	P1_I2_M1	0.98
PROP1	P1_I2_M1	0.99
APOF	P1_I2_M6	1.0
CHRNA7	P1_I2_M1	0.89
NRIP3	P1_I2_M2	0.85
EIF1AD	P1_I2_M3	0.83
SMAD2	P1_I2_M3	0.81
EIF3F	P1_I2_M15	0.88
OR10P1	P1_I2_M1	0.99
ARL10	P1_I2_M1	0.86
TBC1D10C	P1_I2_M5	0.95
PPP2R2D	P1_I2_M1	0.97
OR52W1	P1_I2_M1	0.99
TSGA10IP	P1_I2_M1	0.99
GPR152	P1_I2_M1	0.99
UBQLNL	P1_I2_M2	0.96
UBQLN3	P1_I2_M2	0.96
PNLIP	P1_I2_M24	1.0
LIPT2	P1_I2_M1	0.92
CABP4	P1_I2_M1	0.94
ALG10B	P1_I2_M1	0.96
LONRF3	P1_I2_M1	0.9
UCP3	P1_I2_M8	0.95
ERCC4	P1_I2_M1	0.95
SUGCT	P1_I2_M13	0.91
OR4B1	P1_I2_M1	0.99
RPS6KB2	P1_I2_M9	0.86
PRM1	P1_I2_M2	0.91
TEX26	P1_I2_M2	0.96
ZNF77	P1_I2_M1	0.98
GPR156	P1_I2_M1	0.99
LINC00521	P1_I2_M1	0.96
LINC00116	P1_I2_M8	0.94
B3GNTL1	P1_I2_M1	0.98
RBMXL3	P1_I2_M1	0.99
EIF4E1B	P1_I2_M1	0.99
C15orf53	P1_I2_M1	0.99
SLC35E3	P1_I2_M1	0.98
PRIMA1	P1_I2_M1	0.86
ZNF169	P1_I2_M1	0.95
MSRA	P1_I2_M13	0.93
ZNF645	P1_I2_M1	0.94
CCDC168	P1_I2_M1	0.98
GAPT	P1_I2_M5	0.92
CREG2	P1_I2_M4	0.99
WBSCR28	P1_I2_M2	0.94
ZDHHC21	P1_I2_M1	0.86
TSPEAR	P1_I2_M1	0.99
A2M	P1_I2_M23	0.82
DOK7	P1_I2_M1	0.9
LRRN1	P1_I2_M4	0.85
KLHL38	P1_I2_M8	0.97
PLEKHD1	P1_I2_M1	0.99
ASCL3	P1_I2_M1	0.98
AMIGO3	P1_I2_M1	0.99
B3GALT6	P1_I2_M1	0.88
TMPRSS7	P1_I2_M1	0.99
MBLAC2	P1_I2_M1	0.84
TPRN	P1_I2_M10	0.8
KCNE5	P1_I2_M1	0.99
ZNF683	P1_I2_M2	0.99
AIM1L	P1_I2_M17	0.88
IP6K1	P1_I2_M3	0.87
DLEU1	P1_I2_M1	0.93
UFSP1	P1_I2_M1	0.99
MC5R	P1_I2_M1	0.98
HSF5	P1_I2_M2	0.99
ENTHD1	P1_I2_M1	0.89
MYPOP	P1_I2_M1	0.95
OR11H4	P1_I2_M1	0.99
OR4D11	P1_I2_M1	0.99
LRRTM4	P1_I2_M1	0.84
ATAD5	P1_I2_M1	0.96
OR11H6	P1_I2_M1	0.99
ZNF404	P1_I2_M1	0.91
RTTN	P1_I2_M1	0.99
OR4K17	P1_I2_M1	0.99
OR10H4	P1_I2_M1	0.99
OR51B6	P1_I2_M1	0.99
OR4L1	P1_I2_M1	0.99
OR4K13	P1_I2_M1	0.99
HMGB4	P1_I2_M2	0.99
OR4F21	P1_I2_M1	0.99
SLC35G1	P1_I2_M10	0.93
OR4K5	P1_I2_M1	0.99
OR4N2	P1_I2_M1	0.84
OR4M1	P1_I2_M1	0.99
FOXR1	P1_I2_M1	0.99
TAC4	P1_I2_M1	0.99
ZSCAN2	P1_I2_M1	0.92
B3GNT4	P1_I2_M1	0.98
CRLF3	P1_I2_M5	0.93
DMRTA1	P1_I2_M1	0.95
EID2B	P1_I2_M1	0.94
GJC3	P1_I2_M1	0.94
DNAJC30	P1_I2_M1	0.92
SPRYD4	P1_I2_M1	0.96
VPS37D	P1_I2_M1	0.97
SYNE3	P1_I2_M1	0.93
ZNF575	P1_I2_M1	0.98
WDR25	P1_I2_M1	0.9
DIRAS1	P1_I2_M4	0.84
OR5AN1	P1_I2_M1	0.99
GNG7	P1_I2_M4	0.87
OR4C5	P1_I2_M1	0.99
USF3	P1_I2_M1	0.9
OR4C3	P1_I2_M1	0.99
OR4S1	P1_I2_M1	0.99
CNTD1	P1_I2_M2	0.99
DCAF4L2	P1_I2_M2	0.95
OR4X1	P1_I2_M1	0.99
CNBD1	P1_I2_M1	0.96
C14orf177	P1_I2_M1	0.99
MEX3C	P1_I2_M2	0.81
HORMAD2	P1_I2_M2	0.93
RNF152	P1_I2_M13	0.94
FOXL1	P1_I2_M1	0.94
TGIF2LY	P1_I2_M1	0.98
LRRC37A	P1_I2_M1	0.95
FOXC2	P1_I2_M1	0.99
OR4F17	P1_I2_M1	0.99
BDNF	P1_I2_M1	0.93
CCDC121	P1_I2_M2	0.95
ZNF843	P1_I2_M1	0.99
PFN4	P1_I2_M2	0.98
OR51V1	P1_I2_M1	0.99
MAGEB6	P1_I2_M1	0.99
CDK5R1	P1_I2_M4	0.96
MAGEB18	P1_I2_M1	0.99
DEFB104A	P1_I2_M12	0.99
OR52E2	P1_I2_M1	0.99
DEFB103A	P1_I2_M1	0.98
OR51L1	P1_I2_M1	0.99
WSB2	P1_I2_M4	0.86
GRIN1	P1_I2_M4	0.99
SOX11	P1_I2_M1	0.98
OR51G2	P1_I2_M1	0.99
OR51A7	P1_I2_M1	0.99
TCEANC	P1_I2_M1	0.98
OR51T1	P1_I2_M1	0.99
OR51H1	P1_I2_M1	0.99
C8G	P1_I2_M6	0.88
OR51S1	P1_I2_M1	0.99
OR51F2	P1_I2_M1	0.99
EFCAB5	P1_I2_M1	0.93
MUC20	P1_I2_M1	0.88
TRIM60	P1_I2_M1	0.99
SEC24C	P1_I2_M3	0.88
FMR1NB	P1_I2_M2	0.99
SMCR8	P1_I2_M1	0.95
MTHFR	P1_I2_M12	0.84
DEFB104B	P1_I2_M12	0.99
C19orf18	P1_I2_M1	0.92
DEAF1	P1_I2_M4	0.83
MTX3	P1_I2_M3	0.87
IFNW1	P1_I2_M1	0.99
SLC38A9	P1_I2_M11	0.92
ACER2	P1_I2_M22	0.81
WDR73	P1_I2_M1	0.97
DSCAML1	P1_I2_M1	0.94
ZDHHC22	P1_I2_M4	0.97
ZBTB34	P1_I2_M1	0.94
FAM9B	P1_I2_M1	0.97
CETN1	P1_I2_M2	0.97
OR2T35	P1_I2_M1	0.99
OR14C36	P1_I2_M1	0.99
RIMKLA	P1_I2_M1	0.94
CLVS1	P1_I2_M1	0.96
OR2M7	P1_I2_M1	0.99
OR2T12	P1_I2_M1	0.99
SPACA4	P1_I2_M2	0.98
OR2T33	P1_I2_M1	0.99
TRIM72	P1_I2_M8	0.92
DEFB103B	P1_I2_M1	0.98
DEFB4B	P1_I2_M1	0.98
KCNA3	P1_I2_M1	0.87
OR2AJ1	P1_I2_M1	0.99
FZD8	P1_I2_M1	0.88
GJD4	P1_I2_M1	0.99
FBXO39	P1_I2_M2	0.98
CLDN22	P1_I2_M1	0.99
KCNA2	P1_I2_M1	0.82
TOP3A	P1_I2_M1	0.9
BEND2	P1_I2_M1	0.97
C10orf71	P1_I2_M8	0.81
OVOS2	P1_I2_M1	0.99
TIMM22	P1_I2_M1	0.99
UMODL1	P1_I2_M1	0.99
SAMD9L	P1_I2_M5	0.85
UBE2U	P1_I2_M2	0.99
MIEF2	P1_I2_M1	0.95
NAP1L5	P1_I2_M4	0.97
NIM1K	P1_I2_M1	0.9
CD19	P1_I2_M5	0.91
OR2T8	P1_I2_M1	0.99
GPR4	P1_I2_M1	0.95
ACOT4	P1_I2_M1	0.94
OLIG3	P1_I2_M1	0.99
PTRF	P1_I2_M16	0.91
OR2G3	P1_I2_M1	0.99
RBM44	P1_I2_M2	0.94
OR2G2	P1_I2_M1	0.99
VCX2	P1_I2_M1	0.99
OR2B11	P1_I2_M1	0.99
SLC25A22	P1_I2_M4	0.97
NHLH2	P1_I2_M1	0.98
FAM187B	P1_I2_M2	0.97
SAMD12	P1_I2_M1	0.85
PIDD1	P1_I2_M1	0.97
ZNF491	P1_I2_M1	0.99
RPLP2	P1_I2_M15	0.82
GSG2	P1_I2_M1	0.93
C12orf54	P1_I2_M2	0.99
GBA	P1_I2_M7	0.95
MBOAT4	P1_I2_M1	0.98
TEX44	P1_I2_M2	0.98
SRRM3	P1_I2_M1	0.97
DEFB114	P1_I2_M12	0.97
SUMO4	P1_I2_M1	0.99
MAGEB10	P1_I2_M1	0.99
DNAJC28	P1_I2_M1	0.98
OR4F4	P1_I2_M1	0.99
SLC35G5	P1_I2_M1	0.99
ANXA2R	P1_I2_M5	0.87
SOX12	P1_I2_M1	0.91
MYOZ1	P1_I2_M8	0.96
TMEM78	P1_I2_M1	0.99
KCNJ10	P1_I2_M4	0.95
PCDHB9	P1_I2_M1	0.97
ZNF620	P1_I2_M1	0.98
TMEM187	P1_I2_M1	0.91
ZNF619	P1_I2_M1	0.97
CCDC184	P1_I2_M1	0.89
ZBTB41	P1_I2_M1	0.89
ARL6IP6	P1_I2_M1	0.96
ZNF354C	P1_I2_M1	0.92
CAPZA3	P1_I2_M2	0.95
MAMDC4	P1_I2_M1	0.96
CENPBD1	P1_I2_M1	0.92
ODF3	P1_I2_M1	0.98
BET1L	P1_I2_M3	0.84
RPS27	P1_I2_M15	0.93
RIC8A	P1_I2_M3	0.86
ASB8	P1_I2_M8	0.85
LCN15	P1_I2_M1	0.9
DPY19L2	P1_I2_M2	0.97
SPATA31E1	P1_I2_M1	0.97
C2orf73	P1_I2_M2	0.99
GPR150	P1_I2_M1	0.99
TSPYL6	P1_I2_M2	0.95
LRRC75B	P1_I2_M1	0.99
FAM26E	P1_I2_M1	0.97
IMPDH2	P1_I2_M15	0.87
ALS2CL	P1_I2_M9	0.89
MLF1	P1_I2_M2	0.9
PRSS42	P1_I2_M1	0.91
HTR3C	P1_I2_M1	0.99
TSSK6	P1_I2_M1	0.9
PDE4DIP	P1_I2_M8	0.89
GOLGA8Q	P1_I2_M1	0.84
PPP1R42	P1_I2_M1	0.91
ZNF114	P1_I2_M1	0.96
ZNF518B	P1_I2_M1	0.84
AMER3	P1_I2_M1	0.98
SPINK6	P1_I2_M1	0.99
ZNF366	P1_I2_M1	0.92
LCORL	P1_I2_M1	0.94
PARD6G	P1_I2_M9	0.82
ZNF454	P1_I2_M1	0.99
ZC3H12D	P1_I2_M1	0.84
VN1R1	P1_I2_M1	0.99
KDELC2	P1_I2_M16	0.82
SH2D4B	P1_I2_M1	0.99
RNF212	P1_I2_M1	0.98
PRSS36	P1_I2_M1	0.99
ZNF543	P1_I2_M1	0.98
GALNT11	P1_I2_M13	0.87
SLITRK1	P1_I2_M1	0.81
PRM3	P1_I2_M2	0.96
TNP2	P1_I2_M2	0.95
SPAG11A	P1_I2_M12	0.98
TMPRSS9	P1_I2_M1	0.99
TMEM11	P1_I2_M1	0.98
KCNG2	P1_I2_M1	0.99
OR2D3	P1_I2_M1	0.99
CALML3	P1_I2_M17	0.98
CALML5	P1_I2_M9	0.88
PLEKHM3	P1_I2_M1	0.82
ZNF223	P1_I2_M1	0.91
HTR1A	P1_I2_M1	0.98
CCDC185	P1_I2_M1	0.83
FAM220A	P1_I2_M2	0.92
NEUROG2	P1_I2_M1	0.99
CEP295NL	P1_I2_M2	0.96
BEND3	P1_I2_M1	0.99
MCMDC2	P1_I2_M1	0.87
TUBAL3	P1_I2_M10	0.9
UCN3	P1_I2_M1	0.91
KLHL11	P1_I2_M1	0.85
AMBN	P1_I2_M1	0.99
CTXN1	P1_I2_M4	0.96
CA8	P1_I2_M7	0.94
EPM2AIP1	P1_I2_M3	0.83
ERBB4	P1_I2_M1	0.84
CTNNBIP1	P1_I2_M9	0.9
OR6B3	P1_I2_M1	0.99
DEFB125	P1_I2_M1	0.99
GPR35	P1_I2_M10	0.95
C10orf53	P1_I2_M2	0.96
CSRNP3	P1_I2_M1	0.89
ZNF713	P1_I2_M1	0.98
NSUN3	P1_I2_M1	0.96
DHFR2	P1_I2_M1	0.82
RPP25	P1_I2_M1	0.86
GP5	P1_I2_M1	0.99
LMO7DN	P1_I2_M1	0.99
CPN2	P1_I2_M6	0.99
CD300LB	P1_I2_M1	0.91
GDPD4	P1_I2_M1	0.99
RIIAD1	P1_I2_M18	0.99
H1FOO	P1_I2_M1	0.99
TRIM73	P1_I2_M1	0.95
OPLAH	P1_I2_M2	0.92
TMEM52	P1_I2_M8	0.88
EFCAB13	P1_I2_M2	0.86
RFLNA	P1_I2_M22	0.96
EXOSC4	P1_I2_M2	0.94
ZNF852	P1_I2_M1	0.99
PFAS	P1_I2_M1	0.89
TPRX1	P1_I2_M1	0.99
ERICH3	P1_I2_M2	0.84
EXD1	P1_I2_M2	0.9
TAS1R2	P1_I2_M1	0.99
C14orf39	P1_I2_M1	0.88
C3orf38	P1_I2_M2	0.9
TRIML2	P1_I2_M1	0.98
OR13D1	P1_I2_M1	0.99
IGSF22	P1_I2_M1	0.99
C9orf50	P1_I2_M1	0.98
ZFP42	P1_I2_M1	0.99
CCDC89	P1_I2_M2	0.95
FAM133A	P1_I2_M1	0.94
C12orf42	P1_I2_M1	0.83
HTR1F	P1_I2_M1	0.99
HES7	P1_I2_M1	0.99
C10orf67	P1_I2_M1	0.89
SAMD4B	P1_I2_M3	0.86
CYP11B2	P1_I2_M20	0.98
GIMAP7	P1_I2_M5	0.87
ALOXE3	P1_I2_M9	0.9
PXT1	P1_I2_M1	0.99
GGN	P1_I2_M2	0.93
HNRNPCL1	P1_I2_M1	0.99
TMEM125	P1_I2_M23	0.8
ZNF664	P1_I2_M7	0.82
SIGLECL1	P1_I2_M2	0.95
RP11-111M22.2	P1_I2_M1	0.98
CDH4	P1_I2_M1	0.97
SMCO3	P1_I2_M1	0.97
RAD23A	P1_I2_M8	0.9
C2orf71	P1_I2_M1	0.99
DAND5	P1_I2_M1	0.97
ZCCHC5	P1_I2_M1	0.99
RAB39A	P1_I2_M1	0.97
ARID3B	P1_I2_M2	0.81
TMEM31	P1_I2_M2	0.99
PACS2	P1_I2_M4	0.82
C1orf101	P1_I2_M2	0.95
GPC5	P1_I2_M1	0.87
DNAJB8	P1_I2_M2	0.91
GEMIN4	P1_I2_M2	0.85
HNRNPCL4	P1_I2_M1	0.99
FJX1	P1_I2_M1	0.8
KLHL28	P1_I2_M1	0.83
MKRN3	P1_I2_M1	0.98
ZBTB18	P1_I2_M4	0.83
OR9A2	P1_I2_M1	0.99
C14orf28	P1_I2_M1	0.91
ALOX12B	P1_I2_M9	0.97
SLC17A8	P1_I2_M1	0.97
SHARPIN	P1_I2_M2	0.88
LBX2	P1_I2_M1	0.95
DNHD1	P1_I2_M1	0.9
SLITRK4	P1_I2_M1	0.85
HTR1D	P1_I2_M1	0.91
GCC1	P1_I2_M1	0.83
LSMEM2	P1_I2_M1	0.87
RNF151	P1_I2_M2	0.99
CIITA	P1_I2_M5	0.94
GPHB5	P1_I2_M1	0.99
GRM8	P1_I2_M1	0.98
OR2AP1	P1_I2_M1	0.99
OR6C4	P1_I2_M1	0.99
ZBTB42	P1_I2_M1	0.94
TPPP2	P1_I2_M2	0.94
RPRML	P1_I2_M1	0.96
OR6C2	P1_I2_M1	0.99
WDR97	P1_I2_M1	0.99
NLRP8	P1_I2_M1	0.99
SYCN	P1_I2_M24	1.0
PIPOX	P1_I2_M6	0.89
FOXS1	P1_I2_M1	0.95
ATOH7	P1_I2_M1	0.99
CDH5	P1_I2_M11	0.96
LRRC3B	P1_I2_M1	0.85
FAM216B	P1_I2_M18	0.97
MRGPRX4	P1_I2_M1	0.99
MYADM	P1_I2_M16	0.86
MRGPRX3	P1_I2_M1	0.99
SERTAD2	P1_I2_M14	0.83
AKAP5	P1_I2_M1	0.82
NKPD1	P1_I2_M1	0.9
GIPC3	P1_I2_M1	0.91
AC025335.1	P1_I2_M9	0.96
NLRP11	P1_I2_M1	0.99
TIGD5	P1_I2_M1	0.99
ZNF154	P1_I2_M1	0.93
R3HDM2	P1_I2_M3	0.8
ITLN1	P1_I2_M21	0.9
NRXN1	P1_I2_M4	0.99
OR10A7	P1_I2_M1	0.99
ZNF784	P1_I2_M1	0.86
ZNF648	P1_I2_M1	0.99
CCR8	P1_I2_M1	0.98
GOLGA8J	P1_I2_M1	0.99
FIZ1	P1_I2_M1	0.82
ZNF771	P1_I2_M1	0.97
CRIPAK	P1_I2_M1	0.9
PSTK	P1_I2_M1	0.98
SOCS4	P1_I2_M1	0.86
OR1E1	P1_I2_M1	0.99
ZNF48	P1_I2_M1	0.89
FAM71E2	P1_I2_M1	0.85
C3orf80	P1_I2_M1	0.96
NKX2-6	P1_I2_M1	0.99
TMEM150B	P1_I2_M10	0.97
ANKRD18A	P1_I2_M1	0.92
WFDC11	P1_I2_M12	0.99
TMEM86B	P1_I2_M1	0.94
OR3A1	P1_I2_M1	0.99
1-Sep	P1_I2_M1	0.83
TRNAU1AP	P1_I2_M1	0.93
TDRD6	P1_I2_M2	0.95
C12orf40	P1_I2_M1	0.93
CSNK1A1L	P1_I2_M1	0.99
TH	P1_I2_M20	0.99
FAHD1	P1_I2_M13	0.85
WFDC9	P1_I2_M12	0.98
MYLPF	P1_I2_M8	0.96
F2	P1_I2_M6	0.99
FAM71C	P1_I2_M2	0.91
RRH	P1_I2_M1	0.99
SLC9A4	P1_I2_M22	0.91
PRNT	P1_I2_M1	0.97
FGD6	P1_I2_M1	0.9
ADGRD2	P1_I2_M1	0.99
GPR139	P1_I2_M1	0.99
PLD5	P1_I2_M1	0.98
WFDC10A	P1_I2_M12	1.0
PNPLA1	P1_I2_M9	0.87
ALX1	P1_I2_M1	0.98
KCTD4	P1_I2_M1	0.88
MEIOC	P1_I2_M2	0.99
FZD2	P1_I2_M1	0.98
CCDC129	P1_I2_M1	0.98
HCLS1	P1_I2_M5	0.92
MTURN	P1_I2_M4	0.92
CCDC66	P1_I2_M1	0.93
DEFB124	P1_I2_M1	0.95
KRTAP9-7	P1_I2_M1	0.99
ATP5EP2	P1_I2_M1	0.99
HARBI1	P1_I2_M1	0.88
DEFB123	P1_I2_M2	0.83
C11orf71	P1_I2_M2	0.91
CYP8B1	P1_I2_M6	1.0
OR6K6	P1_I2_M1	0.99
GAS1	P1_I2_M16	0.8
ARHGAP45	P1_I2_M5	0.94
OR10Q1	P1_I2_M1	0.99
GLIPR1L2	P1_I2_M2	0.99
DEFB119	P1_I2_M12	0.97
KCNE1	P1_I2_M1	0.88
